generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,124,(abs(cos(x)))-(-(sin(x))),23.515687170878184,59.98933111821973,47.770432907694584,3.1578947368421053,4.3,29.72391568600735,13.746824335009435
1,200,53,(abs(cos(x)))-(-(sin(x))),23.515687170878184,50.48548641715225,46.66559682336165,3.380952380952381,3.3,24.6571664089379,1.5608931817275475
2,200,30,(abs(cos(x)))-(-(sin(x))),23.515687170878184,35.307483113065395,21.318321780973054,3.847058823529412,3.0,23.88027347375423,0.1329231722448156
3,200,27,sin((x)+(x)),22.283374275227192,29.404123519579684,16.850081651544883,3.38728323699422,3.9,23.45357152609564,7.207640031263476e-2
4,200,29,sin((x)+(x)),22.283374275227192,27.513278493006545,14.039368806999995,3.3391812865497075,3.9,23.45357152609564,7.207640031263476e-2
5,200,27,sin((x)+(x)),22.283374275227192,27.895009139900182,18.26498600800213,3.6184971098265897,3.75,23.329840236530536,0.19326017791174066
6,200,26,sin(((abs(cos(x)))-(-(sin(x))))+(x)),22.169222949875383,27.090463502073085,19.528713720071323,3.8448275862068964,3.35,22.890823156785093,0.3835910415679894
7,200,27,sin(((abs(cos(x)))-(-(sin(x))))+(x)),22.169222949875383,25.533355306037553,6.775824054048628,3.6763005780346822,3.45,22.266251576424423,1.66139194764576e-3
8,200,30,sin(((cos(x))+(sin(x)))+(x)),22.15922294987539,25.703426833332067,13.627615072393656,3.3823529411764706,4.45,22.225798612551298,3.3194569325695152e-3
9,200,27,(abs(cos(x)))-(-(sin(sin((x)+(x))))),6.6938713585756595,25.2992124847842,13.606731579429491,3.6416184971098264,5.7,21.36001225291283,11.341233371315923
10,200,28,(abs(cos(x)))-(-(sin(sin((x)+(x))))),6.6938713585756595,25.935867394848632,18.57631231295168,4.6686046511627906,5.1,20.48291532115513,21.191907187463777
