generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,141,(x)-(x),90.44827180402466,1227.3693847054935,3412.382059182504,2.9322033898305087,4.15,167.99561446078323,2831.552018330212
1,200,64,(x)-(x),90.44827180402466,756.1987866131997,1003.951503622617,3.139705882352941,2.6,98.62528262691663,601.2810833298572
2,200,32,(x)-(x),90.44827180402466,382.40559446280946,641.6903794869334,3.3214285714285716,2.0,90.44827180402466,0.0
3,200,22,(x)-(x),90.44827180402466,187.40302576721092,238.84375386282687,2.831460674157303,2.0,90.44827180402466,0.0
4,200,23,(x)-(x),90.44827180402466,190.93635844147144,403.70702138739443,2.3163841807909606,2.0,90.44827180402466,0.0
5,200,27,(x)-(x),90.44827180402466,237.74199833745917,665.7954253993353,2.046242774566474,2.0,90.44827180402466,0.0
6,200,29,(x)-(x),90.44827180402466,184.27831294668601,273.31064272351193,2.0526315789473686,2.0,90.44827180402466,0.0
7,200,25,(x)-(x),90.44827180402466,202.8220314391566,486.78581178865056,2.097142857142857,2.0,90.44827180402466,0.0
8,200,19,(x)-(x),90.44827180402466,202.6189910522271,441.97766267649376,2.044198895027624,2.0,90.44827180402466,0.0
9,200,30,(x)-(x),90.44827180402466,231.56508612808508,549.675071500214,2.1176470588235294,2.0,90.44827180402466,0.0
10,200,30,(x)-(x),90.44827180402466,189.6093208869505,531.2855839125237,1.9941176470588236,2.0,90.44827180402466,0.0
11,200,23,(x)-(x),90.44827180402466,231.72999468607048,606.6116454535158,2.1073446327683616,2.0,90.44827180402466,0.0
12,200,25,(x)-(x),90.44827180402466,185.92136823232445,350.8819660184451,2.0628571428571427,2.0,90.44827180402466,0.0
13,200,35,(x)-(x),90.44827180402466,176.31884231587267,432.878995359353,1.9878787878787878,2.0,90.44827180402466,0.0
14,200,29,(x)-(x),90.44827180402466,167.51947724353005,285.8907849361842,2.0584795321637426,2.0,90.44827180402466,0.0
15,200,22,(x)-(x),90.44827180402466,125.47904244500651,147.96687895000395,2.0786516853932584,2.0,90.44827180402466,0.0
16,200,26,(x)-(x),90.44827180402466,232.03544729108884,1249.432135463978,2.0402298850574714,2.0,90.44827180402466,0.0
17,200,25,(x)-(x),90.44827180402466,194.0717019555099,378.63462144809307,2.045714285714286,2.0,90.44827180402466,0.0
18,200,30,(x)-(x),90.44827180402466,176.68697792584607,312.94101002995944,2.023529411764706,2.0,90.44827180402466,0.0
19,200,27,(x)-(x),90.44827180402466,167.66905549108395,246.48780990749535,2.052023121387283,2.0,90.44827180402466,0.0
20,200,27,(x)-(x),90.44827180402466,298.62568376070016,1286.431489748741,2.098265895953757,2.0,90.44827180402466,0.0
21,200,25,(x)-(x),90.44827180402466,509.17304724937503,4561.817348219584,2.0114285714285716,2.0,90.44827180402466,0.0
22,200,27,(x)-(x),90.44827180402466,181.08829683481827,314.60262975218865,2.1907514450867054,2.0,90.44827180402466,0.0
23,200,29,(x)-(x),90.44827180402466,211.75674742252687,642.2289655673584,2.046783625730994,2.0,90.44827180402466,0.0
24,200,26,(x)-(x),90.44827180402466,188.66905617316962,476.37027986991035,2.1436781609195403,2.0,90.44827180402466,0.0
25,200,30,(x)-(x),90.44827180402466,161.42309144926702,240.88323897892977,2.023529411764706,2.0,90.44827180402466,0.0
26,200,27,(x)-(x),90.44827180402466,201.28997545087051,459.63822299342036,2.0751445086705202,2.0,90.44827180402466,0.0
27,200,25,(x)-(x),90.44827180402466,201.99843191585276,573.9189681833346,2.0514285714285716,2.0,90.44827180402466,0.0
28,200,21,(x)-(x),90.44827180402466,181.80302410389376,309.9784715598949,2.100558659217877,2.0,90.44827180402466,0.0
29,200,27,(x)-(x),90.44827180402466,160.6523816204442,259.9696974377181,2.0751445086705202,2.0,90.44827180402466,0.0
30,200,20,(x)-(x),90.44827180402466,155.37201686279127,208.08949871273552,2.0555555555555554,2.0,90.44827180402466,0.0
31,200,26,(x)-(x),90.44827180402466,169.71904216355318,249.33721465476165,2.0402298850574714,2.0,90.44827180402466,0.0
32,200,27,(x)-(x),90.44827180402466,146.79568650605012,196.46139272870263,2.0635838150289016,2.0,90.44827180402466,0.0
33,200,29,(x)-(x),90.44827180402466,166.72865441402158,331.02966887337914,2.046783625730994,2.0,90.44827180402466,0.0
34,200,29,(x)-(x),90.44827180402466,314.41200882753077,2296.3523456188627,2.046783625730994,2.0,90.44827180402466,0.0
35,200,29,(x)-(x),90.44827180402466,163.2302288420545,251.59071206347892,2.08187134502924,2.0,90.44827180402466,0.0
36,200,27,(x)-(x),90.44827180402466,184.85792972723425,366.05023498498656,2.0578034682080926,2.0,90.44827180402466,0.0
37,200,32,(x)-(x),90.44827180402466,137.72495622938592,227.89599052060777,2.0595238095238093,2.0,90.44827180402466,0.0
38,200,30,(x)-(x),90.44827180402466,153.89562043811839,341.41996704695816,2.0470588235294116,2.0,90.44827180402466,0.0
39,200,27,(x)-(x),90.44827180402466,176.4930906779265,387.51169893435895,2.1098265895953756,2.0,90.44827180402466,0.0
40,200,29,(x)-(x),90.44827180402466,254.69270077401643,1284.4294745129246,2.0233918128654973,2.0,90.44827180402466,0.0
41,200,27,(x)-(x),90.44827180402466,175.87801770071502,340.36288773189716,2.0289017341040463,2.0,90.44827180402466,0.0
42,200,28,(x)-(x),90.44827180402466,197.84790517117116,631.6368714752232,2.0872093023255816,2.0,90.44827180402466,0.0
43,200,26,(x)-(x),90.44827180402466,180.30707937873564,343.3067646866699,2.0689655172413794,2.0,90.44827180402466,0.0
44,200,24,(x)-(x),90.44827180402466,207.0103865813131,621.0542019215924,2.147727272727273,2.0,90.44827180402466,0.0
45,200,28,(x)-(x),90.44827180402466,150.81176448238864,202.20117415867395,2.0,2.0,90.44827180402466,0.0
46,200,25,(x)-(x),90.44827180402466,191.11996269288485,389.6657015211326,2.0514285714285716,2.0,90.44827180402466,0.0
47,200,28,(x)-(x),90.44827180402466,226.8872040206324,1227.4093754765058,2.0348837209302326,2.0,90.44827180402466,0.0
48,200,25,(x)-(x),90.44827180402466,190.03026230001123,363.44831269766615,2.0914285714285716,2.0,90.44827180402466,0.0
49,200,23,(x)-(x),90.44827180402466,178.7993185807606,264.38495562055004,2.073446327683616,2.0,90.44827180402466,0.0
50,200,25,(x)-(x),90.44827180402466,213.20591024130957,414.8268719675656,2.125714285714286,2.0,90.44827180402466,0.0
