generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,122,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(sin(((x)-(x))+(abs(x))))))),18.456276234978944,62.325621552969075,38.45096149333295,2.8846153846153846,4.2,31.66869386975261,38.980229687774134
1,200,55,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(sin(((x)-(x))+(abs(x))))))),18.456276234978944,54.008048424505944,36.01800985499759,3.0206896551724136,3.75,24.596046621325122,13.436768125873957
2,200,26,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(sin(((x)-(x))+(abs(x))))))),18.456276234978944,38.09774186634855,26.111742207578345,3.5229885057471266,5.75,20.741315697656155,7.848274386666243
3,200,27,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,26.260751034594392,8.440398331772363,4.22543352601156,8.0,18.344022611515832,0.23941664363133572
4,200,36,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,25.187363644512267,22.00602853073083,5.9573170731707314,8.0,18.00726174112652,0.8064560627581834
5,200,31,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,21.66936851634706,8.183130509926801,6.958579881656805,8.0,17.445993623811,1.2474867220790649
6,200,26,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,24.504645247678994,36.61167309270167,7.603448275862069,8.0,16.211203765716842,1.262177448353619e-29
7,200,30,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.47017855831948,17.275678105880008,7.688235294117647,8.0,16.211203765716842,1.262177448353619e-29
8,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.170701150284682,8.079759664360767,7.72093023255814,8.0,16.211203765716842,1.262177448353619e-29
9,200,34,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.091511184370674,10.65104232373012,7.765060240963855,8.0,16.211203765716842,1.262177448353619e-29
10,200,30,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,22.33407428027636,29.235166346145817,7.711764705882353,8.0,16.211203765716842,1.262177448353619e-29
11,200,23,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,22.03746741587467,19.71632245341088,7.372881355932203,8.0,16.211203765716842,1.262177448353619e-29
12,200,27,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,22.21103734794932,23.053346264191152,7.664739884393064,8.0,16.211203765716842,1.262177448353619e-29
13,200,35,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,18.488511398739146,7.989176831962284,7.7696969696969695,8.0,16.211203765716842,1.262177448353619e-29
14,200,25,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.173428641367906,9.123553514416018,7.634285714285714,8.0,16.211203765716842,1.262177448353619e-29
15,200,29,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,18.997097433285127,8.918622674175655,7.608187134502924,8.0,16.211203765716842,1.262177448353619e-29
16,200,31,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.333739314419393,9.048782352696145,7.686390532544379,8.0,16.211203765716842,1.262177448353619e-29
17,200,29,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.685213342381616,15.49509869194031,7.543859649122807,8.0,16.211203765716842,1.262177448353619e-29
18,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.848953901739478,17.400350317073965,7.651162790697675,8.0,16.211203765716842,1.262177448353619e-29
19,200,22,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.363211146528904,14.424431853978502,7.48876404494382,8.0,16.211203765716842,1.262177448353619e-29
20,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,26.546104522259153,87.73284056357697,7.587209302325581,8.0,16.211203765716842,1.262177448353619e-29
21,200,27,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,37.23773869709705,230.58639673012385,7.7398843930635834,8.0,16.211203765716842,1.262177448353619e-29
22,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.952016624522454,16.471047184437626,7.616279069767442,8.0,16.211203765716842,1.262177448353619e-29
23,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.281664200192687,14.102127118750982,7.77906976744186,8.0,16.211203765716842,1.262177448353619e-29
24,200,42,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,17.732431717990867,5.7534902057740025,7.791139240506329,8.0,16.211203765716842,1.262177448353619e-29
25,200,25,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.56091101611078,15.080749319519349,7.56,8.0,16.211203765716842,1.262177448353619e-29
26,200,24,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,25.518224791375008,39.159478369026985,7.505681818181818,8.0,16.211203765716842,1.262177448353619e-29
27,200,33,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,21.108920584484864,23.50552500514956,7.7844311377245505,8.0,16.211203765716842,1.262177448353619e-29
28,200,24,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,22.344949230920665,23.763468243229,7.607954545454546,8.0,16.211203765716842,1.262177448353619e-29
29,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.11583129837762,9.610630470914769,7.645348837209302,8.0,16.211203765716842,1.262177448353619e-29
30,200,35,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.033599564852075,14.56553609177218,7.593939393939394,8.0,16.211203765716842,1.262177448353619e-29
31,200,32,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,18.189777291774845,7.666423729911394,7.708333333333333,8.0,16.211203765716842,1.262177448353619e-29
32,200,33,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,18.1039390899626,7.013628221109991,7.7604790419161676,8.0,16.211203765716842,1.262177448353619e-29
33,200,30,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.853217345861957,22.36461173846874,7.705882352941177,8.0,16.211203765716842,1.262177448353619e-29
34,200,29,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,21.04593616847578,19.77226605140977,7.637426900584796,8.0,16.211203765716842,1.262177448353619e-29
35,200,34,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,18.46372009382649,7.581177004568757,7.771084337349397,8.0,16.211203765716842,1.262177448353619e-29
36,200,30,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.63298791007703,13.829782971243533,7.605882352941176,8.0,16.211203765716842,1.262177448353619e-29
37,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,19.302521776621827,16.519090295727725,7.767441860465116,8.0,16.211203765716842,1.262177448353619e-29
38,200,28,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,20.03006606844816,21.480448145188006,7.709302325581396,8.0,16.211203765716842,1.262177448353619e-29
39,200,22,-((-(sin(cos((-(x))+(cos(x))))))*(cos(sin(tan(abs((x)-(x))))))),16.21120376571684,25.827887358694262,50.316816868771596,7.578651685393258,8.0,16.211203765716842,1.262177448353619e-29
