generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,135,(x)*(x),343.6550397009477,505.4456217142854,72.59656414981326,2.9692307692307693,4.3,452.3668815643585,4260.0988897338375
1,200,56,(x)*(x),343.6550397009477,493.42089726397563,73.99926853036278,3.3819444444444446,2.15,358.7411294364201,1241.8435195753907
2,200,31,(x)*(x),343.6550397009477,457.41841033881866,75.92185119903098,4.0,2.0,343.6550397009477,0.0
3,200,26,(x)*(x),343.6550397009477,427.5377973949483,224.66358837343674,3.028735632183908,2.0,343.6550397009477,0.0
4,200,25,(x)*(x),343.6550397009477,411.8120867747531,383.55958960972663,2.4114285714285715,2.0,343.6550397009477,0.0
5,200,26,(x)*(x),343.6550397009477,364.0716317096474,77.61410093816704,2.17816091954023,2.0,343.6550397009477,0.0
6,200,31,(x)*(tan(x)),278.55555555555554,377.6352458164761,131.60307687734814,2.06508875739645,2.05,340.40006549367814,201.302284709818
7,200,28,(x)*(tan(x)),278.55555555555554,373.6007727716005,119.04316657645926,2.058139534883721,2.3,324.1251944573301,889.9679955591953
8,200,27,(x)*(tan(x)),278.55555555555554,358.1931988577641,98.86157385483762,2.2023121387283235,2.9,285.0655039700948,381.41485523965537
9,200,27,(x)*(tan(x)),278.55555555555554,354.54932859455073,148.50692849395082,2.3641618497109826,3.0,278.5555555555556,3.2311742677852644e-27
10,200,23,(x)*(tan(x)),278.55555555555554,365.8759423044875,407.73387787738307,2.774011299435028,3.0,278.5555555555556,3.2311742677852644e-27
11,200,26,(x)*(tan(x)),278.55555555555554,310.19761328833505,110.46315341853698,2.8850574712643677,3.0,278.5555555555556,3.2311742677852644e-27
12,200,23,(x)*(tan(x)),278.55555555555554,305.9065178847943,78.286746842303,2.903954802259887,3.0,278.5555555555556,3.2311742677852644e-27
13,200,20,(x)*(tan(x)),278.55555555555554,377.39477108260803,527.7643046188248,3.111111111111111,3.0,278.5555555555556,3.2311742677852644e-27
14,200,26,(x)*(tan(x)),278.55555555555554,335.9953471730971,384.287268852859,3.0,3.0,278.5555555555556,3.2311742677852644e-27
15,200,21,(x)*(tan(x)),278.55555555555554,332.53439881366626,373.142258031389,3.0446927374301676,3.0,278.5555555555556,3.2311742677852644e-27
16,200,21,(x)*(tan(x)),278.55555555555554,381.72414384232593,528.9642987302756,3.0279329608938546,3.0,278.5555555555556,3.2311742677852644e-27
