generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,130,(x)*(x),343.6550397009477,537.3785421784668,315.76626223428116,2.557142857142857,3.35,450.6377137491474,2927.870236285325
1,200,64,(x)*(x),343.6550397009477,487.6821099426692,57.96745653674722,2.7720588235294117,2.9,381.93980407888415,1921.4291477844704
2,200,31,(x)*(x),343.6550397009477,448.05192554028434,65.73333371397115,2.93491124260355,2.0,343.6550397009477,0.0
3,200,27,(x)*(x),343.6550397009477,399.76591753082135,102.25656055094227,2.601156069364162,2.0,343.6550397009477,0.0
4,200,29,(x)*(x),343.6550397009477,362.5493008334608,51.88433637522748,2.1578947368421053,2.0,343.6550397009477,0.0
5,200,31,(x)*(x),343.6550397009477,360.4997501265974,74.1768528736405,2.0710059171597632,2.0,343.6550397009477,0.0
6,200,28,(x)*(x),343.6550397009477,360.200838139708,55.89802680073416,2.0697674418604652,2.0,343.6550397009477,0.0
7,200,28,(x)*(x),343.6550397009477,366.17733404365515,96.71049449253229,2.0174418604651163,2.0,343.6550397009477,0.0
8,200,27,(x)*(x),343.6550397009477,384.6084299468806,149.18539210436728,2.0751445086705202,2.0,343.6550397009477,0.0
9,200,24,(x)*(x),343.6550397009477,397.68291899505516,189.49967582703357,2.1704545454545454,2.0,343.6550397009477,0.0
10,200,29,(x)*(x),343.6550397009477,371.8460839610483,113.35075535677856,2.0584795321637426,2.0,343.6550397009477,0.0
11,200,22,(x)*(x),343.6550397009477,361.9394704547069,60.79339317726652,2.0168539325842696,2.0,343.6550397009477,0.0
12,200,25,(x)*(x),343.6550397009477,366.1471027356293,109.92329377310237,2.1028571428571428,2.0,343.6550397009477,0.0
13,200,29,(x)*(x),343.6550397009477,399.3940312673053,184.34628379339685,2.128654970760234,2.0,343.6550397009477,0.0
14,200,29,(x)*(x),343.6550397009477,371.5251528629704,102.27127803419457,2.08187134502924,2.0,343.6550397009477,0.0
15,200,21,(x)*(x),343.6550397009477,363.7387744987912,76.2535162094763,2.111731843575419,2.0,343.6550397009477,0.0
16,200,25,(x)*(x),343.6550397009477,369.4609000790527,111.0349805547375,2.1085714285714285,2.0,343.6550397009477,0.0
17,200,25,(x)*(x),343.6550397009477,367.97995008971054,100.15342680158994,2.1028571428571428,2.0,343.6550397009477,0.0
18,200,25,(x)*(x),343.6550397009477,376.4971585634945,129.93243073984763,2.0514285714285716,2.0,343.6550397009477,0.0
