generation,populationSize,invalidInds,localBest,localBestFit,fitnessAvg,fitnessStdDev,exprDepthAvg,top10PercExprDepthAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,137,(x)*(x),343.6550397009477,509.62663470736913,71.58049850433753,2.857142857142857,3.25,458.5888686490683,4157.379812257941
1,200,63,(x)*(x),343.6550397009477,510.1829489139859,229.59492061248838,2.6423357664233578,2.55,377.4993789133315,2239.309695449112
2,200,26,(x)*(x),343.6550397009477,472.56049016492426,212.88340856453274,2.971264367816092,2.0,343.6550397009477,0.0
3,200,22,(x)*(x),343.6550397009477,433.2095619977485,398.58571927139326,2.7134831460674156,2.0,343.6550397009477,0.0
4,200,27,(-(x))*(-((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))),310.0737045831742,380.5903104559343,131.57867245317075,2.3352601156069364,2.25,341.975972945059,53.56603824387988
5,200,27,(-(x))*(-((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))),310.0737045831742,367.4927462617693,100.01852045822224,2.086705202312139,2.5,340.29690618917033,101.49354614629871
6,200,28,((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))*(x),309.0737045831742,364.67315546825864,99.83161157931727,2.261627906976744,3.7,331.8515724097268,258.7834173191326
7,200,23,((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))*(x),309.0737045831742,388.464099456079,166.0769321846132,2.711864406779661,6.75,309.8237045831741,0.1875
8,200,27,((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))*(x),309.0737045831742,356.74503335574343,97.52830372421971,3.884393063583815,6.05,309.1237045831741,4.7499999999999966e-2
9,200,34,((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(abs(x)))))*(x),309.0737045831742,362.0242870919786,190.67492909616115,5.524096385542169,6.0,309.0737045831741,1.2924697071141057e-26
10,200,32,(-(x))*(-((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(x))))),294.39223873335646,340.5426904377803,158.7158812130144,6.053571428571429,6.05,308.33963129068326,10.238408376219835
11,200,28,(-(x))*(-((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(x))))),294.39223873335646,352.8593471983273,173.34873340744969,5.866279069767442,6.05,308.33963129068326,10.238408376219835
12,200,25,(-(x))*(-((((tan(x))+(sin(x)))-(cos(tan(x))))+(sin(((x)+(x))+(x))))),294.39223873335646,377.9356435434012,378.5702775910659,5.851428571428571,6.15,306.87148470570156,27.482043536169034
