generation,populationSize,invalidInds,localBest,localBestInd,localBestFit,fitnessAvg,fitnessStdDev,genomeSizeAvg,effectiveGenomeSizeAvg,top10PercEffectiveGenomeSizeAvg,top10PercFitnessAvg,top10PercFitnessStdDev
0,200,69,abs((x)+(x)),"[49,31,245,90,18,210,125,10,199,29,12,146,175,98,113,68,46,123,172,139,111,219,68,185,141,32,44,42,253,80,154,106,162,67,60,132,204,204,14,138,18,143,193,143,46,175,43,133,9,24,0,155,60,164,30,65,43,155,112,127,43,145,245,145,101,167,25,181,6,30,241,98,254,216,143,232,3,83,110,113,210,84,229,49,156,68,115,184,202,219,83,102,42,233,128,194,92,156,145,164,14,64,191,114,44,121,93,0,16,68,237,123,205,180,100,222,206,40,50,108]",512.3444355479951,631.9162498992474,93.724063291319,120.0,3.0076335877862594,6.1,587.0864512046998,1162.9417403045456
1,200,14,abs((x)+(x)),"[49,31,245,90,18,210,125,10,199,29,12,146,175,98,113,68,46,123,172,139,111,219,68,185,141,32,44,42,253,80,154,106,162,67,60,132,204,204,14,138,18,143,193,143,46,175,43,133,9,24,0,155,60,164,30,65,43,155,112,127,43,145,245,145,101,167,25,181,6,30,241,98,254,216,143,232,3,83,110,113,210,84,229,49,156,68,115,184,202,219,83,102,42,233,128,194,92,156,145,164,14,64,191,114,44,121,93,0,16,68,237,123,205,180,100,222,206,40,50,108]",512.3444355479951,621.137013321774,66.89547317434072,115.68817204301075,3.9408602150537635,3.9,555.7904651958021,209.72861023979172
2,200,14,abs(-(x)),"[223,16,235,180,252,157]",446.6178018233362,588.1977660352145,39.4274487332814,114.53225806451613,4.768817204301075,4.4,535.6084553131998,956.4597437572222
3,200,19,abs((tan(x))+(abs(x))),"[205,171,143,145,54,12,138,217,116,150,49,150,10]",432.8663378449252,563.4789632076643,40.50540512644161,110.01104972375691,4.375690607734807,5.7,495.4752039179099,865.0521842282305
4,200,18,abs((x)+(x)),"[49,31,245,90,18,210,125]",399.3444355479951,538.334604114904,48.159870288142464,101.3956043956044,4.565934065934066,4.95,450.05155698530814,560.9609143535216
5,200,11,abs((x)+(x)),"[49,31,245,90,18,210,125]",399.3444355479951,513.4486441480844,76.58354519091161,81.14285714285714,5.322751322751323,6.2,416.6549971908454,371.78841960684616
6,200,21,(x)-((x)*(-(x))),"[242,102,163,143,72,182,211,5,126,150,49,150,10]",371.56833987064545,471.1579035642383,64.69271416786864,46.86033519553072,5.273743016759776,6.45,397.7556307641276,36.551273912623884
7,200,19,(x)-((x)*(-(x))),"[242,102,163,143,72,182,211,5,126,150,49,150,10]",371.56833987064545,448.6904600937312,88.59503542445204,26.486187845303867,5.585635359116022,7.05,397.10563076412757,35.91332769359616
8,200,17,(x)-((x)*(-(x))),"[242,102,163,143,72,182,211,5,126,150,49,150,10]",371.56833987064545,436.2879832156028,76.91461056069838,22.650273224043715,5.721311475409836,8.0,394.5168259802601,59.79533496924199
9,200,15,(x)-((x)*(-(x))),"[242,102,163,143,72,182,211,5,126,150,49,150,10]",371.56833987064545,429.237272813781,75.83058012691708,19.88108108108108,6.302702702702702,8.1,393.8668259802601,55.24694253118654
10,200,17,(-(x))*(-(x)),"[242,31,245,90]",345.6550397009477,431.3528535766968,77.61463951341608,19.92349726775956,6.836065573770492,8.9,387.1967321335054,222.54148897007994
11,200,19,(-(x))*(-(x)),"[242,31,245,69]",345.6550397009477,424.0239705106548,74.1498934694616,17.176795580110497,7.624309392265193,12.55,367.58683597150923,231.61410238069726
